Altium Designer Pick and Place Locations
C:\Users\khadija_pc\Desktop\PCB_design\ALTIUM Designer projects\28pins_project_V1I1\Project Outputs for 28pins_project_V1I1\Pick Place\Pick Place for 28pins_PCB(5V_3V3).txt

========================================================================================================================
File Design Information:

Date:       18/12/20
Time:       16:56
Revision:   Not in VersionControl
Variant:    5V/3V3
Units used: mm

Designator Comment                 Layer    Footprint                        Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C13        1uF/25V                 TopLayer C0805                            12.2492      22.3642      90       "TDK - C2012X5R1E105K125AA - SMD Multilayer Ceramic Capacitor, 1 µF, 25 V, 0805 [2012 Metric], ± 10%, X5R, C Series"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C12        100uF/10V               TopLayer C_ALU_C_SIZE                     8.6750       4.5500       270      "Cap Aluminum 100uF 10V 20% (5 X 5.4mm) SMD 50mA 1000 hr 85°C T/R"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C11        100uF/10V               TopLayer C_ALU_C_SIZE                     8.7250       12.0250      90       "Cap Aluminum 100uF 10V 20% (5 X 5.4mm) SMD 50mA 1000 hr 85°C T/R"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C10        100n                    TopLayer C0805                            10.2362      38.2778      180      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C9         100n                    TopLayer C0805                            22.4790      24.4094      360      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C8         100n                    TopLayer C0805                            14.4492      22.3392      90       "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C7         100n                    TopLayer C0805                            16.6630      22.2970      90       "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C6         "10µF / 16V"            TopLayer C0805                            19.2000      22.9828      90       "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C5         100n                    TopLayer C0805                            25.7302      1.6764       180      "CAP CER 0.1UF 50V X7R 0805"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C4         "10µF / 16V"            TopLayer C0805                            13.8500      13.3500      270      "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
C3         "10µF / 16V"            TopLayer C0805                            23.9500      16.6500      270      "CERAMIC CAPACITOR, 10UF, 16V, X5R, 20%, 0805, FULL REEL; Product Range:C Series; Capacitance:10 F; Capacitance Tolerance: 20%; Dielectric Characteristic:X5R; Voltage Rating:16V; Ceramic Capacitor Case:0805 [2012 Metric]; MSL:- ;RoHS Compliant: Yes"                                                                                                                                                                                                                                                                                                                                                                  
